Chromosome	Transposon Position	Transposon	Region	Transcript Name	Gene Name	Biotype	Phenotype	GO Annotation	Number of Strains	Strains
I	8466523	MARINER3	intron	D1081.3	NA	protein_coding	NA	GO:0003824	24	BRC20067,CX11307,ED3040,EG4349,GXW1,JU1088,JU1246,JU1400,JU1409,JU2007,JU346,JU440,JU642,JU751,JU830,MY1,MY23,NIC166,NIC236,NIC265,NIC272,NIC276,NIC277,RC301
I	8466968	MARINER3	intron	D1081.3	NA	protein_coding	NA	GO:0003824	2	JU360,NIC267
I	8549536	MARINER2	three_prime_UTR	T01H8.5	gon-2	protein_coding	sterile progeny	GO:0000278,GO:0005886,GO:0006812,GO:0008324,GO:0030421,GO:0005216,GO:0006811,GO:0016020,GO:0055085,GO:0040035,GO:0000003,GO:0040035,GO:0000003,GO:0008406,GO:0008406	1	LKC34
I	8757884	DNA-8-1_CE	promoter	C36B1.11	NA	protein_coding	NA	NA	2	MY18,NIC266
I	8757884	LINE2G_CE	promoter	C36B1.11	NA	protein_coding	NA	NA	6	DL238,ECA36,JU1581,NIC251,NIC252,QX1211
I	8791633	Tc9	promoter	DY3.7	sup-17	protein_coding	slow growth	GO:0007219,GO:0008237,GO:0008270,GO:0009790,GO:0040025,GO:0004222,GO:0006508	1	MY18
I	8791706	Tc9	promoter	DY3.7	sup-17	protein_coding	slow growth	GO:0007219,GO:0008237,GO:0008270,GO:0009790,GO:0040025,GO:0004222,GO:0006508	1	CB4856
I	8857362	Tc3	intron	F55H12.6	ztf-26	protein_coding	NA	GO:0003677	1	PB306
I	8858696	Tc1	intron	F55H12.6	ztf-26	protein_coding	NA	GO:0003677	1	CB4851
I	8878910	Tc1	intron	F55H12.3	NA	protein_coding	NA	GO:0005515,GO:0005509	1	CB4851
I	8893150	LONGPAL1	intergenic	NA	NA	NA	NA	NA	2	ECA36,QX1211
I	8935403	Tc1	intron	F53B6.2	madd-4	protein_coding	NA	GO:0005576,GO:0005578,GO:0008237,GO:0008270	1	ECA252
I	8991741	Tc1	CDS	F32H2.8	NA	protein_coding	NA	NA	1	CB4851
I	9234462	Tc1	three_prime_UTR	F36H2.1	tat-5	protein_coding	sterile,sterile progeny,maternal sterile,slow growth,lethal,embryonic lethal	GO:0000003,GO:0005886,GO:0009792,GO:0031410,GO:0006812,GO:0016021,GO:0019829,GO:0000287,GO:0004012,GO:0005524,GO:0015914,GO:0000166,GO:0046872,GO:0009792,GO:0000003,GO:0009792,GO:0040035,GO:0000003,GO:0009792,GO:0009792,GO:0032502,GO:0000003,GO:0006915	1	CB4851
I	9297028	Tc3	intergenic	NA	NA	NA	NA	NA	1	GXW1
I	9345216	LTRCER1	CDS	M04C9.2	NA	protein_coding	NA	NA	1	JU792
I	9357565	Tc5	promoter	M04C9.4	NA	protein_coding	NA	NA	1	NIC236
I	9357565	Tc5	promoter	M04C9.5	dyf-5	protein_coding	NA	GO:0004674,GO:0004707,GO:0005524,GO:0005929,GO:0008104,GO:0030424,GO:0030425,GO:0035058,GO:0042073,GO:0043025,GO:0004672,GO:0006468,GO:0016772	1	NIC236
I	9471485	LINE2C1_CE	five_prime_UTR	F46A9.5	skr-1	protein_coding	sterile,maternal sterile,larval lethal,sick,embryonic lethal,late embryonic arrest,slow growth,lethal,larval arrest	GO:0000003,GO:0002119,GO:0009792,GO:0040011,GO:0043065,GO:0006511,GO:0009792,GO:0000003,GO:0009792,GO:0009792,GO:0040035,GO:0009792,GO:0009792,GO:0040035,GO:0009792,GO:0009792,GO:0016246,GO:0006898,GO:0002119,GO:0000003,GO:0040035,GO:0009792,GO:0002119,GO:0000003,GO:0040035,GO:0000003,GO:0040035,GO:0002119,GO:0002119,GO:0000003,GO:0040035,GO:0000003,GO:0002119,GO:0002119,GO:0002119,GO:0000003,GO:0000003,GO:0002119,GO:0002119,GO:0008340,GO:0008340,GO:0008340,GO:0008406,GO:0016477,GO:0006915	2	ECA36,QX1211
I	9542338	Tc1	promoter	C36F7.1	irx-1	protein_coding	sterile,larval lethal,slow growth,embryonic lethal	GO:0005634,GO:0003677,GO:0006355,GO:0002119,GO:0010171,GO:0000003,GO:0009792,GO:0009792,GO:0009792,GO:0051932	1	CB4851
I	9549939	MARINCE1	intron	C36F7.2	swah-1	protein_coding	NA	GO:0005515	1	QX1792
I	9562895	LTRCER1	intergenic	NA	NA	NA	NA	NA	1	NIC207
I	9578033	MIRAGE1	intergenic	NA	NA	NA	NA	NA	1	JU346
I	9631054	PALTA3_CE	promoter	T05F1.4	NA	protein_coding	NA	NA	20	AB1,CB4858,CX11264,CX11285,DL238,ED3040,ED3046,EG4349,EG4946,JU1491,JU1530,JU1896,JU2007,JU310,JU394,JU642,LSJ1,MY16,QG536,RC301
I	9649997	MARINCE1	promoter	T05F1.10	dhs-4	protein_coding	NA	GO:0008152,GO:0016491	1	QX1791
I	9649997	MARINCE1	promoter	T05F1.13	NA	protein_coding	NA	GO:0005515	1	QX1791
I	9683216	WBT00000046	intergenic	NA	NA	NA	NA	NA	1	ECA36
I	9917262	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
I	9919879	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
I	10010757	WBT00000046	intergenic	NA	NA	NA	NA	NA	1	QX1211
I	10310874	WBT00000637	gene	Y106G6G.7	Y106G6G.7	pseudogene	NA	NA	1	NIC251
I	10355691	Tc1	promoter	ZC434.9	NA	protein_coding	NA	GO:0004181,GO:0006508,GO:0008270,GO:0004180	1	CB4851
I	10437611	Tc5	CDS	Y106G6H.4	madf-10	protein_coding	NA	NA	1	NIC256
I	10506982	MIRAGE1	intergenic	NA	NA	NA	NA	NA	1	QX1233
I	10509644	Tc1	intron	F59C6.7	che-13	protein_coding	NA	GO:0005198,GO:0005930,GO:0007635,GO:0008104,GO:0035869,GO:0042384,GO:0043053	1	QX1211
I	10509644	Tc1	intron	F59C6.8	NA	protein_coding	NA	NA	1	QX1211
I	10636066	Chapaev-1_CE	promoter	B0511.13	NA	protein_coding	larval arrest	GO:0002119,GO:0007276	1	RC301
I	10691187	Tc3	promoter	C34B2.11	NA	protein_coding	NA	NA	19	AB1,CB4852,CB4853,ED3017,ED3048,ED3052,ED3077,JU1395,JU1652,JU2513,JU323,JU847,LKC34,MY10,MY18,NIC275,PB303,QG536,WN2001
I	10704697	MARINER2	promoter	C34B2.9	NA	protein_coding	NA	NA	1	QX1211
I	10741397	Tc3	three_prime_UTR	B0205.4	NA	protein_coding	NA	GO:0005975,GO:0008107,GO:0016020	1	JU1246
I	10770739	WBT00000046	intron	R13H8.1	daf-16	protein_coding	stress induced lethality variant,larval arrest	GO:0000977,GO:0003700,GO:0005515,GO:0005634,GO:0005737,GO:0008286,GO:0008340,GO:0040015,GO:0040024,GO:0043565,GO:0045087,GO:0045944,GO:0050829,GO:0006355,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0006952,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0043053,GO:0043053,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0002119,GO:0002119,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0006629,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0006952,GO:0006952,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0008340,GO:0006952,GO:0043053,GO:0008340,GO:0008340,GO:0006952,GO:0006952,GO:0006952,GO:0006952,GO:0006952,GO:0006952,GO:0006952,GO:0008340,GO:0008340	1	QX1211
I	10847162	MARINCE1	CDS	C35E7.1	vet-2	protein_coding	NA	NA	1	NIC195
I	10869471	MARINER2	promoter	Y37F4.8	NA	protein_coding	NA	NA	5	CX11307,KR314,QX1793,QX1794,RC301
I	10869471	MARINER2	gene	Y37F4.9	mir-1817	other	NA	NA	5	CX11307,KR314,QX1793,QX1794,RC301
I	10900227	WBT00000628	intron	T27C10.2	srt-62	protein_coding	NA	GO:0016021	1	QX1211
I	10919929	Tc3	five_prime_UTR	F49D11.11	NA	protein_coding	NA	NA	39	BRC20067,CB4855,CB4857,CB4858,CX11264,CX11271,CX11285,CX11292,CX11314,ED3040,ED3073,EG4347,EG4349,EG4946,GXW1,JU1088,JU1172,JU1409,JU1530,JU2007,JU258,JU310,JU346,JU360,JU440,JU642,MY16,MY18,MY1,NIC236,NIC267,NIC276,NIC3,PB306,PX179,QG557,QX1212,QX1233,WN2001
I	10963251	WBT00000581	intergenic	NA	NA	NA	NA	NA	1	QX1211
I	10979627	Tc2	three_prime_UTR	Y52B11A.3	NA	protein_coding	NA	GO:0020037,GO:0016491,GO:0055114	1	CB4851
I	10979627	Tc2	three_prime_UTR	Y52B11A.4	NA	protein_coding	NA	GO:0005525,GO:0007264,GO:0015031,GO:0006184,GO:0007165,GO:0016020	1	CB4851
I	11012417	LTRCER1	promoter	Y52B11A.12	NA	protein_coding	NA	NA	1	CX11307
I	11012417	LTRCER1	exon	Y52B11A.20	NA	protein_coding	NA	NA	1	CX11307
I	11029291	MAR_CE	intergenic	NA	NA	NA	NA	NA	9	CB4858,CX11285,ED3046,ED3049,JU1212,KR314,QX1212,QX1792,RC301
I	11078949	Tc3	intron	W02B9.1	hmr-1	protein_coding	maternal sterile,larval lethal,embryonic lethal	GO:0000132,GO:0003384,GO:0005913,GO:0007016,GO:0008013,GO:0009790,GO:0016342,GO:0016477,GO:0042074,GO:0070097,GO:0005509,GO:0007156,GO:0016020,GO:0005515,GO:0009792,GO:0009792,GO:0010171,GO:0010171,GO:0040011,GO:0009792,GO:0000003,GO:0009792,GO:0009792,GO:0009792,GO:0009792,GO:0009792,GO:0009792,GO:0009792,GO:0043053,GO:0006898,GO:0009792,GO:0002119,GO:0010171,GO:0009792,GO:0007413	1	AB1
I	11247275	CELE45	promoter	F46A8.11	NA	protein_coding	NA	NA	2	DL238,JU1581
I	11254523	Tc1	intron	F46A8.10	scrm-6	protein_coding	NA	NA	1	CB4851
I	11317542	Tc1A	intron	H25P06.1	NA	protein_coding	NA	GO:0005524,GO:0005975,GO:0016773	1	CB4851
I	11345286	LONGPAL1	intron	F56G4.1	oac-34	protein_coding	NA	GO:0016747	2	ED3046,JU1896
I	11364315	Tc2	promoter	F56G4.7	NA	protein_coding	NA	NA	2	MY23,RC301
I	11441112	CER16-2-I_CE	intergenic	NA	NA	NA	NA	NA	2	CB4858,ED3040
I	11459848	Tc2	CDS	ZK1025.4	NA	protein_coding	NA	NA	1	JU1246
I	11539529	Tc1	intron	F15D3.1	dys-1	protein_coding	NA	GO:0007626,GO:0016014,GO:0032224,GO:0040013,GO:0043056,GO:0045214,GO:0055120,GO:0008270,GO:0005515,GO:0005509	1	CB4851
I	11539529	Tc1	gene	F32B4.10	NA	other	NA	NA	1	CB4851
I	11621829	MARINCE1	CDS	C17D12.9	NA	protein_coding	NA	NA	3	JU2464,JU2466,MY10
I	11651128	Tc1	intron	W04G5.8	NA	protein_coding	NA	NA	1	NIC252
I	11651132	MARINCE1	intron	W04G5.8	NA	protein_coding	NA	NA	10	CB4856,ED3046,ED3049,JU1212,JU1896,KR314,NIC195,NIC268,QG556,QX1791
I	11661797	Tc1	intergenic	NA	NA	NA	NA	NA	1	PS2025
I	11707951	Tc5	CDS	F35E2.6	oac-19	protein_coding	NA	GO:0016747	1	JU1896
I	11731073	Tc1	exon	F35E2.11	NA	pseudogene	NA	NA	1	CB4851
I	11762492	Tc4v	intron	ZK1151.1	vab-10	protein_coding	maternal sterile,sick,terminal arrest variable,larval lethal,embryonic lethal late emb,embryonic lethal,sterile progeny,late embryonic arrest,slow growth,larval arrest	GO:0009925,GO:0016324,GO:0016337,GO:0030056,GO:0043229,GO:0048730,GO:0051015,GO:0005856,GO:0005515,GO:0007050,GO:0005509,GO:0009792,GO:0002119,GO:0040011,GO:0040011,GO:0009795,GO:0010171,GO:0040011,GO:0000003,GO:0002119,GO:0000003,GO:0009792,GO:0002119,GO:0002119,GO:0040011,GO:0040035,GO:0040011,GO:0000003,GO:0040035,GO:0009792,GO:0002119,GO:0010171,GO:0040011,GO:0002119,GO:0002119,GO:0010171,GO:0040011,GO:0009792,GO:0009792,GO:0040039,GO:0006898,GO:0006898,GO:0032940,GO:0009792,GO:0040011,GO:0009792,GO:0040011,GO:0071688,GO:0040011,GO:0040011,GO:0040007,GO:0040035,GO:0030163,GO:0030163,GO:0030163,GO:0030163,GO:0030163	1	NIC251
I	11797379	Tc1	CDS	T02G6.1	NA	protein_coding	NA	NA	1	CB4851
I	11801822	Tc3	intron	T02G6.2	NA	protein_coding	NA	NA	1	QX1211
I	11802713	MARINCE1	intron	T02G6.2	NA	protein_coding	NA	NA	1	JU1896
I	11824496	HAT1_CE	intergenic	NA	NA	NA	NA	NA	1	NIC195
I	11844026	MIRAGE1	intron	Y47H9C.2	dhhc-2	protein_coding	NA	GO:0008270	2	JU1581,NIC251
I	11890270	MIRAGE1	CDS	Y47H9C.15	NA	protein_coding	NA	NA	1	DL238
I	11921799	PAL5A_CE	intron	R06C1.2	fdps-1	protein_coding	sterile,larval arrest,embryonic lethal	GO:0008299,GO:0002119,GO:0009792,GO:0000003	7	AB1,CX11271,EG4946,JU782,MY16,PX179,RC301
I	11921924	PAL5A_CE	intron	R06C1.2	fdps-1	protein_coding	sterile,larval arrest,embryonic lethal	GO:0008299,GO:0002119,GO:0009792,GO:0000003	1	EG4347
I	11933252	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
I	11944049	MAR_CE	intergenic	NA	NA	NA	NA	NA	1	DL238
I	11948628	Tc4v	intron	R06C1.6	NA	protein_coding	NA	NA	2	ED3046,ED3049
I	11970618	HAT1_CE	promoter	Y53C10A.3	hsf-2	protein_coding	larval arrest,embryonic lethal,slow growth	GO:0003700,GO:0005634,GO:0006355,GO:0043565,GO:0009792,GO:0002119,GO:0040018,GO:0040011,GO:0002119,GO:0006898	1	QX1211
I	11987618	Tc4v	intergenic	NA	NA	NA	NA	NA	1	QX1211
I	11988510	Tc1	intergenic	NA	NA	NA	NA	NA	1	ECA252
I	12015164	MARINER2	intron	Y53C10A.9	abt-5	protein_coding	NA	GO:0005524,GO:0016887	1	QX1793
I	12029982	Tc1	three_prime_UTR	F58D5.8	NA	protein_coding	NA	NA	2	CB4851,ECA252
I	12096387	Tc1	intron	Y47H10A.5	NA	protein_coding	NA	NA	1	CB4851
I	12106809	MAR_CE	promoter	M01G12.12	rrf-2	protein_coding	NA	GO:0003968	2	QX1793,QX1794
I	12123022	Tc1	CDS	M01G12.4	srw-111	protein_coding	NA	GO:0016021	1	ECA252
I	12124450	LINE2A	intron	M01G12.4	srw-111	protein_coding	NA	GO:0016021	9	ED3049,ED3073,EG4349,GXW1,JU1088,JU1409,MY1,NIC166,QG556
I	12195256	Tc9	intergenic	NA	NA	NA	NA	NA	1	CB4856
I	12226515	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
I	12249177	Tc1	CDS	F41D3.2	oac-26	protein_coding	maternal sterile	GO:0016747	1	CB4851
I	12299249	Tc1	CDS	F56H6.7	NA	protein_coding	NA	NA	1	CB4851
I	12340048	Tc3	promoter	T09E11.2	nhr-217	protein_coding	NA	GO:0003700,GO:0003707,GO:0005634,GO:0006355,GO:0043401,GO:0008270,GO:0043565	1	CX11276
I	12351215	Tc3	intron	T09E11.8	NA	protein_coding	NA	NA	1	QX1791
I	12424879	HAT1_CE	CDS	E03H4.8	NA	protein_coding	sterile,maternal sterile,larval lethal,embryonic lethal,sterile progeny,slow growth,larval arrest	GO:0005198,GO:0006886,GO:0016192,GO:0030117,GO:0005515,GO:0040011,GO:0000003,GO:0000003,GO:0002119,GO:0040011,GO:0009792,GO:0002119,GO:0000003,GO:0002119,GO:0000003,GO:0018996,GO:0000003,GO:0007276,GO:0006915,GO:0000003,GO:0000003,GO:0009792,GO:0009792	3	DL238,ED3040,MY18
I	12425971	Tc1	intron	E03H4.8	NA	protein_coding	sterile,maternal sterile,larval lethal,embryonic lethal,sterile progeny,slow growth,larval arrest	GO:0005198,GO:0006886,GO:0016192,GO:0030117,GO:0005515,GO:0040011,GO:0000003,GO:0000003,GO:0002119,GO:0040011,GO:0009792,GO:0002119,GO:0000003,GO:0002119,GO:0000003,GO:0018996,GO:0000003,GO:0007276,GO:0006915,GO:0000003,GO:0000003,GO:0009792,GO:0009792	38	BRC20067,CB4856,CX11254,ED3040,ED3073,EG4349,GXW1,JT11398,JU1088,JU1246,JU1400,JU1409,JU1530,JU1581,JU2513,JU2522,JU258,JU310,JU346,JU360,JU642,JU751,JU830,KR314,MY18,MY1,NIC166,NIC236,NIC242,NIC251,NIC260,NIC266,NIC267,NIC268,NIC277,NIC3,QG556,WN2001
I	12426957	Tc1	promoter	E03H4.8	NA	protein_coding	sterile,maternal sterile,larval lethal,embryonic lethal,sterile progeny,slow growth,larval arrest	GO:0005198,GO:0006886,GO:0016192,GO:0030117,GO:0005515,GO:0040011,GO:0000003,GO:0000003,GO:0002119,GO:0040011,GO:0009792,GO:0002119,GO:0000003,GO:0002119,GO:0000003,GO:0018996,GO:0000003,GO:0007276,GO:0006915,GO:0000003,GO:0000003,GO:0009792,GO:0009792	1	JU346
I	12426957	Tc1	promoter	E03H4.9	NA	pseudogene	NA	NA	1	JU346
I	12448705	NDNAX3_CE	promoter	C54C8.3	NA	protein_coding	NA	GO:0006486,GO:0008378,GO:0016020	1	DL238
I	12448705	NDNAX3_CE	promoter	C54C8.4	NA	protein_coding	NA	NA	1	DL238
I	12449754	NDNAX3_CE	promoter	C54C8.3	NA	protein_coding	NA	GO:0006486,GO:0008378,GO:0016020	1	QX1793
I	12449754	NDNAX3_CE	promoter	C54C8.4	NA	protein_coding	NA	NA	1	QX1793
I	12457692	LTRCER1	promoter	C54C8.8	NA	pseudogene	NA	NA	3	JU1242,JU397,JU792
I	12492173	MARINCE1	intron	T27F6.6	NA	protein_coding	NA	NA	1	ECA36
I	12558357	Tc3	promoter	W02D9.8	NA	protein_coding	NA	NA	2	QX1792,QX1794
I	12621005	Tc5	promoter	T07D10.2	ntr-1	protein_coding	NA	GO:0004930,GO:0007186,GO:0016021	4	CX11254,JT11398,JU2522,NIC236
I	12659759	LTRCER1	exon	T26E3.11	NA	pseudogene	NA	NA	1	NIC236
I	12661554	Tc3	CDS	T26E3.6	NA	protein_coding	NA	GO:0005634,GO:0005737,GO:0060626	1	ECA36
I	12694076	LTRCER1	promoter	F28C12.3	sra-19	pseudogene	NA	NA	1	ECA36
I	12696241	Tc1A	promoter	F28C12.4	sra-20	protein_coding	NA	GO:0004930,GO:0007606,GO:0016021	1	QX1791
I	12715413	MARINER2	promoter	T06G6.4	NA	protein_coding	NA	GO:0008340	3	JU1212,JU1581,NIC251
I	12715413	MARINER2	promoter	T06G6.5	NA	protein_coding	NA	NA	3	JU1212,JU1581,NIC251
I	12730320	Tc4v	intron	W02A11.1	NA	protein_coding	slow growth,sterile progeny	GO:0016429,GO:0030488,GO:0031515,GO:0000003,GO:0040035,GO:0000003,GO:0006898	1	NIC252
I	12744459	Tc5	intron	W02A11.4	uba-2	protein_coding	sterile,sterile progeny,maternal sterile,slow growth,lethal,larval arrest,embryonic lethal	GO:0002119,GO:0009792,GO:0009952,GO:0016925,GO:0019948,GO:0005524,GO:0006464,GO:0008641,GO:0003824,GO:0018991,GO:0040035,GO:0040026,GO:0002119,GO:0040035,GO:0009792,GO:0002119,GO:0040011,GO:0040035,GO:0000003,GO:0009792,GO:0002119,GO:0009792,GO:0009792,GO:0000003,GO:0009792,GO:0009792,GO:0009792,GO:0040039,GO:0040027,GO:0040027,GO:0040027,GO:0009792,GO:0018991,GO:0040025,GO:0040027,GO:0040027,GO:0040027,GO:0000003	1	QX1211
I	12779080	MARINER2	intron	B0019.2	NA	protein_coding	NA	GO:0003677	2	JU1581,NIC199
I	12793184	Tc3	intron	Y18D10A.1	attf-6	protein_coding	larval arrest,embryonic lethal	GO:0009792,GO:0009792,GO:0002119,GO:0040011,GO:0009792,GO:0040011	1	QX1791
I	12819665	PAL8D_CE	intron	Y18D10A.5	gsk-3	protein_coding	organism hypertonic lethality increased,slow growth,larval lethal,embryonic lethal	GO:0004674,GO:0005515,GO:0005737,GO:0007281,GO:0040011,GO:0043652,GO:0060069,GO:0004672,GO:0005524,GO:0006468,GO:0016772,GO:0009792,GO:0009792,GO:0009792,GO:0009792,GO:0009792,GO:0009792,GO:0002119,GO:0002119,GO:0007052,GO:0007052,GO:0007052,GO:0007052,GO:0007052,GO:0007052,GO:0009792,GO:0009792,GO:0006898,GO:0009792,GO:0035188,GO:0010467,GO:0040011,GO:0008406,GO:0016477	1	JU775
I	12819729	PAL8D_CE	intron	Y18D10A.5	gsk-3	protein_coding	organism hypertonic lethality increased,slow growth,larval lethal,embryonic lethal	GO:0004674,GO:0005515,GO:0005737,GO:0007281,GO:0040011,GO:0043652,GO:0060069,GO:0004672,GO:0005524,GO:0006468,GO:0016772,GO:0009792,GO:0009792,GO:0009792,GO:0009792,GO:0009792,GO:0009792,GO:0002119,GO:0002119,GO:0007052,GO:0007052,GO:0007052,GO:0007052,GO:0007052,GO:0007052,GO:0009792,GO:0009792,GO:0006898,GO:0009792,GO:0035188,GO:0010467,GO:0040011,GO:0008406,GO:0016477	7	CB4856,DL238,ED3046,JU1896,NIC195,QX1211,QX1212
I	12864615	PALTA4_CE	intron	Y18D10A.24	clec-105	protein_coding	NA	GO:0030246	4	ED3049,JU1530,MY16,QG536
I	12932659	Tc1	intron	Y18D10A.22	NA	protein_coding	NA	GO:0005543	3	JU1581,NIC199,NIC251
I	13030370	Tc1	intergenic	NA	NA	NA	NA	NA	1	ECA252
I	13060853	HAT1_CE	intron	W05B5.3	nhr-85	protein_coding	NA	GO:0003700,GO:0003707,GO:0005634,GO:0006355,GO:0043401,GO:0008270,GO:0043565,GO:0003677,GO:0043053	1	AB1
I	13100310	WBT00000637	intron	C17H1.2	NA	protein_coding	NA	NA	1	PB303
I	13100310	WBT00000637	promoter	Y26D4A.21	NA	protein_coding	NA	NA	1	PB303
I	13138318	Tc1	CDS	C17H1.7	NA	protein_coding	NA	NA	1	CB4851
I	13171385	LONGPAL1	intron	F22G12.5	NA	protein_coding	NA	GO:0005085,GO:0007264	4	CB4854,JT11398,NIC242,NIC269
I	13190819	NPALTA1_CE	promoter	F17B5.10	NA	protein_coding	NA	GO:0030246	4	AB1,JU1581,JU1896,NIC268
I	13190819	NPALTA1_CE	promoter	F17B5.8	NA	protein_coding	NA	NA	4	AB1,JU1581,JU1896,NIC268
I	13219951	NDNAX3_CE	intergenic	NA	NA	NA	NA	NA	1	JU782
I	13250186	HELITRONY2_CE	promoter	F44F1.1	NA	pseudogene	NA	NA	2	ECA36,QX1211
I	13257879	Tc1	intergenic	NA	NA	NA	NA	NA	2	CB4851,ECA252
I	13271273	Tc1	CDS	F44F1.7	vet-6	protein_coding	NA	NA	1	ECA252
I	13276844	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
I	13277638	MARINER2	three_prime_UTR	M01E5.2	NA	protein_coding	NA	GO:0005525,GO:0000287,GO:0003924	10	CX11262,DL226,PS2025,QG556,QG557,QX1212,QX1233,QX1792,QX1793,QX1794
I	13298496	MARINER2	intron	M01E5.6	sepa-1	protein_coding	NA	GO:0005737,GO:0006914,GO:0030674,GO:0043621,GO:0003712,GO:0006355	9	CX11262,DL226,DL238,PS2025,QG556,QG557,QX1212,QX1233,QX1792
I	13322296	Tc5	intergenic	NA	NA	NA	NA	NA	2	QX1793,QX1794
I	13372189	Tc1	intergenic	NA	NA	NA	NA	NA	1	CB4851
I	13383268	CELE45	intron	C01A2.6	NA	protein_coding	NA	NA	8	CB4856,DL238,JU2519,JU782,NIC256,NIC260,NIC261,NIC271
I	13395796	Tc1	promoter	C01A2.2	NA	protein_coding	NA	NA	1	CB4851
I	13504463	Tc2	intron	Y87G2A.14	ndx-8	protein_coding	NA	GO:0003986,GO:0004778,GO:0005777,GO:0015938,GO:0016289,GO:0043229,GO:0047994,GO:0016787	1	JU1246
I	13516137	Tc4v	intron	Y87G2A.1	NA	protein_coding	sterile,larval lethal,slow growth,sterile progeny,larval arrest	GO:0040011,GO:0040035,GO:0000003,GO:0040011,GO:0040035,GO:0000003,GO:0040035,GO:0000003,GO:0040035,GO:0000003,GO:0040035,GO:0000003,GO:0002119,GO:0040035,GO:0002119,GO:0002119,GO:0000003,GO:0040035,GO:0000003,GO:0040035,GO:0040018,GO:0000003,GO:0000003,GO:0000003,GO:0000003,GO:0040035	1	QX1211
I	13528346	Tc5	promoter	Y87G2A.25	NA	protein_coding	NA	NA	16	CB4855,CB4857,CB4858,CX11264,CX11271,CX11285,CX11292,CX11314,CX11315,ED3005,ED3011,EG4347,JU1172,MY16,PB306,QG2075
I	13588948	Chapaev-1_CE	promoter	Y87G2A.10	vps-28	protein_coding	sick,slow growth,larval arrest,embryonic lethal	GO:0000813,GO:0032801,GO:0040011,GO:0002119,GO:0040011,GO:0009792,GO:0009792,GO:0009792,GO:0009792,GO:0009792,GO:0030163,GO:0009792,GO:0040035	1	QX1211
I	13604441	HELITRONY1A_CE	intron	Y6B3A.1	agef-1	protein_coding	sterile,slow growth,larval lethal,lethal,larval arrest,embryonic lethal	GO:0005086,GO:0032012,GO:0005488,GO:0040011,GO:0002119,GO:0002119,GO:0002119,GO:0040011,GO:0040011,GO:0009792,GO:0002119,GO:0002119,GO:0006898,GO:0006915,GO:0006915,GO:0043652,GO:0000003	1	AB1
I	13606042	Tc3	intron	Y6B3A.1	agef-1	protein_coding	sterile,slow growth,larval lethal,lethal,larval arrest,embryonic lethal	GO:0005086,GO:0032012,GO:0005488,GO:0040011,GO:0002119,GO:0002119,GO:0002119,GO:0040011,GO:0040011,GO:0009792,GO:0002119,GO:0002119,GO:0006898,GO:0006915,GO:0006915,GO:0043652,GO:0000003	5	CB4856,DL238,ED3046,ED3049,QX1794
I	13636200	LTRCER1	intergenic	NA	NA	NA	NA	NA	1	JU1213
I	13719660	MARINER2	intergenic	NA	NA	NA	NA	NA	10	CB4854,CB4856,CX11254,CX11307,DL226,DL238,JT11398,NIC195,NIC266,QX1794
I	13735595	MARINCE1	intron	Y6B3B.9	NA	protein_coding	slow growth	GO:0006898	1	QX1211
I	13798273	Tc5	intron	W09G3.7	NA	protein_coding	NA	GO:0045132	6	CX11254,CX11307,NIC195,NIC242,NIC266,NIC269
I	13828432	Chapaev-1_CE	CDS	W09G3.1	NA	protein_coding	NA	GO:0005515,GO:0019915	2	DL226,QX1794
I	13828432	Chapaev-1_CE	promoter	W09G3.5	fbxa-93	pseudogene	NA	GO:0019915	2	DL226,QX1794
I	13850762	Tc5	CDS	W04A8.5	NA	protein_coding	NA	NA	1	JU2522
