chromosome	clone	start	end	strain
I	WRMHS38I24	6845502	6880215	CB4856
I	WRMHS40B09	6850399	6884597	CB4856
I	WRMHS12K22	6850812	6886403	CB4856
I	WRMHS29I13	6852455	6889719	CB4856
I	WRMHS40N07	6876251	6910985	CB4856
I	WRMHS33O14	6880819	6919106	CB4856
I	WRMHS5J04	6888713	6921764	CB4856
I	WRMHS4M19	6944204	6978359	CB4856
I	WRMHS13M02	6945583	6981504	CB4856
I	WRMHS24M14	6945843	6979034	CB4856
I	WRMHS36A15	6951461	6988590	CB4856
I	WRMHS17A05	6968795	7000689	CB4856
I	WRMHS20B10	6969394	7009769	CB4856
I	WRMHS19N22	6979775	7017096	CB4856
I	WRMHS14G12	6983713	7019571	CB4856
I	WRMHS8O24	6986179	7016787	CB4856
I	WRMHS33N05	6987369	7022680	CB4856
I	WRMHS15P24	6987469	7031729	CB4856
I	WRMHS33J21	7002786	7042782	CB4856
I	WRMHS18E05	7008807	7041092	CB4856
I	WRMHS18K19	7013093	7048880	CB4856
I	WRMHS20J21	7014549	7050269	CB4856
I	WRMHS25N20	7022046	7050313	CB4856
I	WRMHS4I18	7028559	7062285	CB4856
I	WRMHS40F23	7033002	7064207	CB4856
I	WRMHS20A01	7033804	7067881	CB4856
I	WRMHS34C04	7048427	7085352	CB4856
I	WRMHS7N11	7048743	7087649	CB4856
I	WRMHS19N03	7054524	7096829	CB4856
I	WRMHS35J11	7056994	7091732	CB4856
I	WRMHS4G09	7059364	7092965	CB4856
I	WRMHS18C04	7062541	7097895	CB4856
I	WRMHS23K14	7063622	7103489	CB4856
I	WRMHS35N12	7065494	7102504	CB4856
I	WRMHS21B21	7068875	7107544	CB4856
I	WRMHS37A14	7079663	7114578	CB4856
I	WRMHS30E08	7105399	7139622	CB4856
I	WRMHS20C17	7109041	7149933	CB4856
I	WRMHS38L07	7112530	7148485	CB4856
I	WRMHS20M14	7113984	7149920	CB4856
I	WRMHS21K03	7119292	7159891	CB4856
I	WRMHS14I05	7134408	7165672	CB4856
I	WRMHS16C03	7143982	7181945	CB4856
I	WRMHS7H01	7159280	7192032	CB4856
I	WRMHS8G13	7180199	7214463	CB4856
I	WRMHS9C11	7183261	7217443	CB4856
I	WRMHS10B09	7189704	7225430	CB4856
I	WRMHS34C21	7197301	7236484	CB4856
I	WRMHS39F21	7200804	7238654	CB4856
I	WRMHS3E12	7207728	7242101	CB4856
I	WRMHS7G10	7210451	7244730	CB4856
I	WRMHS2I07	7216400	7241521	CB4856
I	WRMHS33J01	7217882	7256257	CB4856
I	WRMHS40K02	7224789	7258467	CB4856
I	WRMHS17L16	7231053	7266797	CB4856
I	WRMHS25H10	7231961	7260484	CB4856
I	WRMHS23B01	7232632	7267122	CB4856
I	WRMHS25E12	7232740	7265823	CB4856
I	WRMHS23C14	7235858	7269939	CB4856
I	WRMHS19A04	7242116	7277238	CB4856
I	WRMHS24H24	7246372	7279403	CB4856
I	WRMHS2D21	7247382	7277743	CB4856
I	WRMHS28C11	7247575	7283239	CB4856
I	WRMHS35M13	7257723	7291823	CB4856
I	WRMHS10J05	7265689	7298504	CB4856
I	WRMHS36O19	7267785	7307106	CB4856
I	WRMHS19D24	7287762	7331023	CB4856
I	WRMHS34N05	7299682	7339921	CB4856
I	WRMHS11O03	7313578	7346624	CB4856
I	WRMHS16J23	7321237	7356904	CB4856
I	WRMHS25G12	7323207	7355720	CB4856
I	WRMHS35A21	7324740	7360276	CB4856
I	WRMHS12M14	7339638	7376752	CB4856
I	WRMHS21F03	7349582	7381838	CB4856
I	WRMHS36H16	7357533	7385926	CB4856
I	WRMHS11F06	7367067	7397261	CB4856
I	WRMHS17B20	7377225	7418772	CB4856
I	WRMHS10H21	7387776	7421475	CB4856
I	WRMHS18O19	7417285	7451811	CB4856
I	WRMHS20A24	7418344	7454506	CB4856
I	WRMHS37I11	7425783	7458375	CB4856
I	WRMHS34H24	7436931	7471141	CB4856
I	WRMHS9N24	7440458	7472850	CB4856
I	WRMHS16O15	7442640	7483266	CB4856
I	WRMHS37I16	7442826	7479438	CB4856
I	WRMHS28C10	7458221	7490305	CB4856
I	WRMHS25F01	7475944	7514643	CB4856
I	WRMHS1F06	7478114	7511858	CB4856
I	WRMHS38F17	7478428	7516459	CB4856
I	WRMHS21N02	7483593	7519527	CB4856
I	WRMHS32A08	7488415	7526333	CB4856
I	WRMHS33P18	7491801	7522160	CB4856
I	WRMHS24B10	7492021	7529281	CB4856
I	WRMHS1C07	7495326	7531647	CB4856
I	WRMHS28H04	7496284	7531993	CB4856
I	WRMHS35M02	7500311	7543000	CB4856
I	WRMHS20E15	7500348	7539703	CB4856
I	WRMHS39N23	7504470	7542703	CB4856
I	WRMHS1K22	7508882	7545178	CB4856
I	WRMHS4E19	7510912	7547678	CB4856
I	WRMHS28N04	7511505	7546918	CB4856
I	WRMHS37C18	7515400	7550715	CB4856
I	WRMHS2F13	7520296	7554505	CB4856
I	WRMHS25A05	7520421	7555793	CB4856
I	WRMHS2J11	7531133	7575996	CB4856
I	WRMHS10I09	7531306	7562818	CB4856
I	WRMHS33F05	7533269	7568226	CB4856
I	WRMHS24P10	7538405	7568111	CB4856
I	WRMHS25F04	7559765	7594419	CB4856
I	WRMHS21O12	7563094	7594951	CB4856
I	WRMHS27A22	7563652	7595819	CB4856
I	WRMHS7I07	7571111	7604565	CB4856
I	WRMHS12B02	7582696	7618745	CB4856
I	WRMHS22J07	7589855	7624980	CB4856
I	WRMHS7O24	7589921	7627062	CB4856
I	WRMHS21L11	7595642	7626989	CB4856
I	WRMHS37M20	7598418	7638401	CB4856
I	WRMHS21M06	7604103	7636621	CB4856
I	WRMHS3B04	7610467	7646652	CB4856
I	WRMHS31B12	7623645	7659483	CB4856
I	WRMHS38L17	7625584	7655824	CB4856
I	WRMHS31M19	7637480	7676874	CB4856
I	WRMHS11D20	7638497	7672186	CB4856
I	WRMHS34O12	7645663	7679405	CB4856
I	WRMHS16H16	7648228	7688924	CB4856
I	WRMHS32C03	7660913	7696471	CB4856
I	WRMHS30O14	7666088	7698898	CB4856
I	WRMHS18O16	7672467	7707725	CB4856
I	WRMHS20L17	7675184	7713317	CB4856
I	WRMHS5H02	7679604	7703734	CB4856
I	WRMHS18I24	7688249	7723903	CB4856
I	WRMHS19G23	7688603	7722898	CB4856
I	WRMHS8J08	7692884	7728111	CB4856
I	WRMHS35O08	7701884	7733831	CB4856
I	WRMHS15N03	7712176	7750962	CB4856
I	WRMHS1A06	7713471	7744608	CB4856
I	WRMHS7H15	7722317	7752392	CB4856
I	WRMHS30L05	7726184	7763118	CB4856
I	WRMHS28A23	7743540	7778215	CB4856
I	WRMHS34K07	7748038	7786577	CB4856
I	WRMHS9P17	7761430	7794569	CB4856
I	WRMHS23B21	7803729	7835724	CB4856
I	WRMHS7P18	7808656	7841936	CB4856
I	WRMHS8M21	7810089	7844642	CB4856
I	WRMHS4J04	7842268	7872679	CB4856
I	WRMHS3N06	7850204	7883787	CB4856
I	WRMHS22M04	7853955	7887286	CB4856
I	WRMHS17H02	7869811	7904249	CB4856
I	WRMHS19O05	7875168	7911474	CB4856
I	WRMHS10D02	7880578	7910754	CB4856
I	WRMHS8A18	7890575	7923757	CB4856
I	WRMHS17H03	7907970	7944155	CB4856
I	WRMHS3F15	7910279	7945426	CB4856
I	WRMHS13B16	7912522	7951590	CB4856
I	WRMHS27O01	7912734	7941805	CB4856
I	WRMHS32M06	7922538	7955975	CB4856
I	WRMHS31A02	7923916	7958163	CB4856
I	WRMHS10L06	7932880	7965516	CB4856
I	WRMHS12L07	7959467	7988515	CB4856
I	WRMHS40D06	7967323	8005599	CB4856
I	WRMHS4A13	7974833	8008121	CB4856
I	WRMHS14N05	7979436	8016059	CB4856
I	WRMHS8D06	7982262	8014808	CB4856
I	WRMHS32A04	8000957	8037206	CB4856
I	WRMHS1P10	8003157	8037893	CB4856
I	WRMHS7F18	8005355	8041373	CB4856
I	WRMHS38N24	8007931	8046369	CB4856
I	WRMHS5H16	8013860	8050938	CB4856
I	WRMHS30A24	8014375	8048423	CB4856
I	WRMHS36C03	8015115	8052581	CB4856
I	WRMHS23B17	8025695	8055213	CB4856
I	WRMHS19C12	8036377	8071052	CB4856
I	WRMHS2G13	8038974	8074518	CB4856
I	WRMHS17B01	8043307	8076375	CB4856
I	WRMHS6N11	8048824	8080052	CB4856
I	WRMHS7G08	8054077	8082353	CB4856
I	WRMHS7N07	8056796	8084210	CB4856
I	WRMHS16G24	8057329	8096657	CB4856
I	WRMHS31E21	8065230	8097925	CB4856
I	WRMHS9I13	8070005	8108160	CB4856
I	WRMHS24I21	8094098	8126877	CB4856
I	WRMHS36L24	8096941	8133881	CB4856
I	WRMHS14G07	8105526	8140043	CB4856
I	WRMHS32O05	8106140	8144337	CB4856
I	WRMHS21D04	8168250	8201860	CB4856
I	WRMHS28L21	8183671	8218066	CB4856
I	WRMHS35K21	8185060	8225244	CB4856
I	WRMHS22N21	8190971	8221975	CB4856
I	WRMHS7J10	8198040	8237888	CB4856
I	WRMHS29C02	8215511	8242541	CB4856
I	WRMHS11P14	8216972	8254021	CB4856
I	WRMHS17J01	8217925	8254103	CB4856
I	WRMHS39D20	8220337	8254705	CB4856
I	WRMHS3L22	8224794	8267323	CB4856
I	WRMHS21A11	8230318	8270797	CB4856
I	WRMHS12E07	8244439	8275993	CB4856
I	WRMHS31M11	8246200	8280328	CB4856
I	WRMHS22B07	8248299	8284239	CB4856
I	WRMHS7N06	8249939	8284856	CB4856
I	WRMHS10G16	8250226	8283719	CB4856
I	WRMHS32F09	8264793	8303238	CB4856
I	WRMHS12I10	8265795	8298379	CB4856
I	WRMHS26G16	8269141	8299030	CB4856
I	WRMHS20B24	8275582	8306537	CB4856
I	WRMHS1K08	8277541	8312010	CB4856
I	WRMHS26O06	8278076	8311448	CB4856
I	WRMHS7K11	8279384	8309071	CB4856
I	WRMHS34P08	8279595	8317620	CB4856
I	WRMHS10P13	8280537	8315203	CB4856
I	WRMHS32N07	8282807	8317341	CB4856
I	WRMHS21B15	8290376	8329734	CB4856
I	WRMHS35C05	8291957	8330781	CB4856
I	WRMHS32B01	8300660	8338448	CB4856
I	WRMHS10J22	8304131	8334496	CB4856
I	WRMHS28O15	8304818	8336068	CB4856
I	WRMHS22F09	8306324	8339223	CB4856
I	WRMHS18E23	8339819	8362924	CB4856
I	WRMHS30M14	8340138	8375666	CB4856
I	WRMHS32F13	8342391	8379952	CB4856
I	WRMHS18I18	8343141	8371495	CB4856
I	WRMHS14H16	8344651	8382559	CB4856
I	WRMHS1D07	8351713	8385112	CB4856
I	WRMHS10O06	8364032	8400343	CB4856
I	WRMHS33C11	8370948	8402735	CB4856
I	WRMHS9H06	8371878	8406484	CB4856
I	WRMHS14P06	8374633	8414365	CB4856
I	WRMHS11G15	8380898	8415139	CB4856
I	WRMHS19N16	8392254	8435320	CB4856
I	WRMHS30K19	8394727	8434504	CB4856
I	WRMHS21M11	8398653	8435107	CB4856
I	WRMHS11J21	8399241	8431297	CB4856
I	WRMHS37I07	8427059	8456984	CB4856
I	WRMHS31L14	8428819	8458233	CB4856
I	WRMHS37A08	8436284	8463771	CB4856
I	WRMHS27D04	8440926	8468391	CB4856
I	WRMHS36C07	8441398	8473970	CB4856
I	WRMHS38E03	8442150	8476294	CB4856
I	WRMHS23F18	8443874	8468380	CB4856
I	WRMHS30O08	8449526	8467894	CB4856
I	WRMHS11J22	8454796	8493510	CB4856
I	WRMHS22K21	8457861	8491679	CB4856
I	WRMHS9D14	8458122	8488500	CB4856
I	WRMHS26L09	8461087	8491718	CB4856
I	WRMHS33D16	8463370	8504750	CB4856
I	WRMHS24N21	8471673	8500956	CB4856
I	WRMHS8F19	8473127	8505097	CB4856
I	WRMHS31H11	8473959	8508660	CB4856
I	WRMHS16P11	8474907	8513384	CB4856
I	WRMHS8K21	8487080	8521059	CB4856
I	WRMHS25A11	8490932	8528616	CB4856
I	WRMHS11N24	8491241	8524119	CB4856
I	WRMHS36E21	8495431	8527494	CB4856
I	WRMHS39O15	8495604	8537408	CB4856
I	WRMHS3L20	8500929	8542458	CB4856
I	WRMHS39N20	8502116	8538679	CB4856
I	WRMHS5M06	8518196	8549593	CB4856
I	WRMHS36C08	8527457	8560286	CB4856
I	WRMHS40M07	8535791	8566416	CB4856
I	WRMHS19A09	8546088	8581427	CB4856
I	WRMHS38J20	8555697	8588806	CB4856
I	WRMHS1E22	8559540	8590794	CB4856
I	WRMHS40I01	8563222	8597172	CB4856
I	WRMHS14C21	8563767	8594445	CB4856
I	WRMHS12O23	8582821	8611583	CB4856
I	WRMHS5F13	8596784	8627831	CB4856
I	WRMHS19J09	8597909	8632537	CB4856
I	WRMHS33M21	8610846	8644911	CB4856
I	WRMHS34M10	8624519	8657787	CB4856
I	WRMHS17I19	8641480	8679447	CB4856
I	WRMHS17A01	8650860	8684107	CB4856
I	WRMHS10D14	8656146	8693584	CB4856
I	WRMHS12D24	8656957	8690349	CB4856
I	WRMHS36A23	8667756	8705037	CB4856
I	WRMHS20K06	8683534	8717609	CB4856
I	WRMHS14E03	8684830	8720584	CB4856
I	WRMHS21P23	8690270	8726852	CB4856
I	WRMHS35H13	8694263	8735526	CB4856
I	WRMHS35E03	8699796	8737682	CB4856
I	WRMHS13H14	8702263	8743027	CB4856
I	WRMHS19A12	8704616	8744765	CB4856
I	WRMHS39B15	8719734	8754478	CB4856
I	WRMHS2P12	8726657	8761085	CB4856
I	WRMHS34I04	8731821	8768550	CB4856
I	WRMHS3C19	8736082	8765523	CB4856
I	WRMHS33L12	8743944	8777433	CB4856
I	WRMHS19I20	8755581	8789034	CB4856
I	WRMHS38H10	8769481	8808567	CB4856
I	WRMHS32L20	8772758	8806901	CB4856
I	WRMHS5A03	8776630	8809088	CB4856
I	WRMHS8E11	8790268	8820080	CB4856
I	WRMHS2D04	8797060	8825942	CB4856
I	WRMHS24M23	8801495	8830433	CB4856
I	WRMHS21E16	8805121	8839060	CB4856
I	WRMHS13M17	8809112	8850430	CB4856
I	WRMHS25B08	8815123	8848799	CB4856
I	WRMHS6D13	8818400	8849198	CB4856
I	WRMHS3B14	8819559	8856954	CB4856
I	WRMHS19B10	8827919	8865148	CB4856
I	WRMHS25K13	8829466	8857755	CB4856
I	WRMHS22P21	8838598	8870339	CB4856
I	WRMHS9H16	8851320	8888519	CB4856
I	WRMHS5H01	8855311	8884413	CB4856
I	WRMHS15I10	8859782	8895095	CB4856
I	WRMHS30A21	8865592	8897213	CB4856
I	WRMHS10H14	8871853	8899344	CB4856
I	WRMHS21I07	8872823	8913698	CB4856
I	WRMHS12D18	8876225	8902650	CB4856
I	WRMHS33O19	8883005	8923443	CB4856
I	WRMHS40F03	8883929	8916997	CB4856
I	WRMHS13I07	8887589	8926012	CB4856
I	WRMHS37D20	8897671	8937790	CB4856
I	WRMHS7D20	8898340	8930674	CB4856
I	WRMHS24P24	8906513	8939047	CB4856
I	WRMHS22H05	8908664	8948399	CB4856
I	WRMHS3K09	8914422	8956920	CB4856
I	WRMHS21F01	8943857	8982833	CB4856
I	WRMHS14O21	8946515	8979962	CB4856
I	WRMHS24L11	8949564	8980720	CB4856
I	WRMHS23J16	8949613	8984587	CB4856
I	WRMHS18L17	8951058	8979452	CB4856
I	WRMHS18B17	8954455	8994986	CB4856
I	WRMHS1A05	8960855	8998022	CB4856
I	WRMHS33A16	8961758	9002607	CB4856
I	WRMHS3C02	8966490	8994531	CB4856
I	WRMHS11E07	8967366	9005599	CB4856
I	WRMHS34K22	8968176	9010097	CB4856
I	WRMHS28C05	8970262	9005067	CB4856
I	WRMHS2K11	8981490	9016038	CB4856
I	WRMHS17D11	8981526	9014845	CB4856
I	WRMHS16L10	8983008	9017605	CB4856
I	WRMHS21B14	9008974	9046003	CB4856
I	WRMHS27M14	9012965	9052442	CB4856
I	WRMHS17J13	9013455	9048333	CB4856
I	WRMHS4H12	9014924	9048368	CB4856
I	WRMHS36G18	9021162	9059774	CB4856
I	WRMHS40N13	9023241	9056908	CB4856
I	WRMHS8B11	9026665	9061509	CB4856
I	WRMHS34G08	9033403	9068056	CB4856
I	WRMHS4P10	9033658	9069331	CB4856
I	WRMHS14F12	9042279	9081237	CB4856
I	WRMHS26N14	9062616	9084930	CB4856
I	WRMHS16B20	9068928	9104762	CB4856
I	WRMHS14L23	9079185	9114763	CB4856
I	WRMHS18O21	9081197	9120131	CB4856
I	WRMHS24M15	9088830	9124012	CB4856
I	WRMHS17P20	9096738	9134647	CB4856
I	WRMHS37N11	9111434	9143852	CB4856
I	WRMHS25N17	9116478	9151585	CB4856
I	WRMHS17K24	9117567	9158167	CB4856
I	WRMHS18N22	9122812	9156052	CB4856
I	WRMHS3C22	9133597	9168805	CB4856
I	WRMHS33E11	9137138	9173794	CB4856
I	WRMHS25L05	9148475	9177955	CB4856
I	WRMHS30E15	9163899	9200107	CB4856
I	WRMHS32P23	9167518	9204832	CB4856
I	WRMHS35L06	9180096	9214446	CB4856
I	WRMHS20M09	9183270	9220402	CB4856
I	WRMHS8G11	9194982	9227780	CB4856
I	WRMHS18J08	9199249	9244418	CB4856
I	WRMHS39I04	9200432	9234964	CB4856
I	WRMHS19P09	9201037	9239032	CB4856
I	WRMHS5C13	9204735	9238624	CB4856
I	WRMHS27H03	9206867	9246403	CB4856
I	WRMHS1O05	9209418	9244255	CB4856
I	WRMHS23D10	9215245	9245851	CB4856
I	WRMHS22E18	9227386	9260636	CB4856
I	WRMHS32A14	9233458	9267021	CB4856
I	WRMHS9B07	9233566	9263240	CB4856
I	WRMHS2J22	9233811	9270316	CB4856
I	WRMHS10D23	9241707	9272044	CB4856
I	WRMHS40L23	9243648	9275819	CB4856
I	WRMHS32N04	9244899	9287800	CB4856
I	WRMHS28G14	9247991	9284339	CB4856
I	WRMHS14M16	9251915	9287461	CB4856
I	WRMHS36C19	9253751	9286249	CB4856
I	WRMHS17G21	9254630	9281749	CB4856
I	WRMHS8C01	9274503	9308791	CB4856
I	WRMHS40H02	9275539	9316314	CB4856
I	WRMHS6K07	9284907	9315458	CB4856
I	WRMHS14N03	9296028	9326547	CB4856
I	WRMHS12B15	9333975	9363057	CB4856
I	WRMHS23C12	9335322	9365764	CB4856
I	WRMHS1L03	9340916	9378689	CB4856
I	WRMHS31B04	9349791	9381096	CB4856
I	WRMHS9D24	9354941	9385611	CB4856
I	WRMHS22F22	9361153	9402521	CB4856
I	WRMHS17N13	9408501	9442939	CB4856
I	WRMHS3L16	9412977	9447237	CB4856
I	WRMHS21D22	9421128	9457525	CB4856
I	WRMHS35I13	9429351	9462957	CB4856
I	WRMHS37K01	9436141	9468497	CB4856
I	WRMHS12J03	9436798	9472862	CB4856
I	WRMHS30J05	9458897	9492167	CB4856
I	WRMHS22P20	9463698	9498664	CB4856
I	WRMHS19G01	9487112	9520088	CB4856
I	WRMHS2K24	9504558	9535666	CB4856
I	WRMHS20F21	9508248	9545138	CB4856
I	WRMHS7F01	9508286	9541328	CB4856
I	WRMHS15A19	9527722	9560780	CB4856
I	WRMHS29E05	9533876	9570640	CB4856
I	WRMHS2F14	9542690	9574700	CB4856
I	WRMHS22K07	9554841	9579811	CB4856
I	WRMHS36P20	9560085	9589339	CB4856
I	WRMHS32J06	9561704	9592801	CB4856
I	WRMHS17O05	9565626	9596594	CB4856
I	WRMHS21J01	9565626	9596594	CB4856
I	WRMHS13C10	9568639	9598616	CB4856
I	WRMHS14C02	9571860	9597698	CB4856
I	WRMHS15A22	9615877	9646367	CB4856
I	WRMHS37P11	9618147	9647657	CB4856
I	WRMHS29L11	9624757	9654299	CB4856
I	WRMHS15D18	9627925	9658152	CB4856
I	WRMHS35N20	9631370	9659097	CB4856
I	WRMHS23N02	9632696	9659803	CB4856
I	WRMHS19K23	9636864	9671871	CB4856
I	WRMHS26N07	9636962	9665706	CB4856
I	WRMHS23G04	9638415	9669014	CB4856
I	WRMHS32D14	9642136	9674960	CB4856
I	WRMHS13M07	9667888	9701411	CB4856
I	WRMHS9F08	9669601	9696670	CB4856
I	WRMHS40F15	9694950	9731994	CB4856
I	WRMHS35P08	9705140	9737464	CB4856
I	WRMHS5A11	9712913	9748691	CB4856
I	WRMHS29N22	9713047	9743940	CB4856
I	WRMHS13B18	9714233	9754483	CB4856
I	WRMHS9I16	9747403	9789555	CB4856
I	WRMHS37N09	9752447	9794693	CB4856
I	WRMHS28G21	9756174	9790421	CB4856
I	WRMHS17N16	9756820	9788898	CB4856
I	WRMHS35E14	9760765	9791967	CB4856
I	WRMHS26C12	9761587	9793428	CB4856
I	WRMHS26G13	9773487	9806031	CB4856
I	WRMHS31I10	9778894	9810641	CB4856
I	WRMHS25L08	9822642	9856010	CB4856
I	WRMHS32P10	9824158	9858249	CB4856
I	WRMHS20H04	9826566	9854500	CB4856
I	WRMHS39K12	9839591	9871399	CB4856
I	WRMHS2M01	9849638	9877912	CB4856
I	WRMHS35K22	9850718	9890418	CB4856
I	WRMHS38E19	9858531	9894640	CB4856
I	WRMHS5B06	9858583	9890134	CB4856
I	WRMHS13N12	9859167	9896100	CB4856
I	WRMHS33N21	9864688	9897564	CB4856
I	WRMHS19P19	9867238	9899762	CB4856
I	WRMHS16L19	9868291	9906281	CB4856
I	WRMHS5D15	9871236	9907623	CB4856
I	WRMHS5I13	9877390	9916150	CB4856
I	WRMHS2D17	9881465	9910973	CB4856
I	WRMHS15M11	9885263	9915950	CB4856
I	WRMHS32M03	9890166	9930972	CB4856
I	WRMHS24L23	9896030	9933899	CB4856
I	WRMHS8K02	9904740	9939188	CB4856
I	WRMHS40B10	9905418	9937275	CB4856
I	WRMHS34L12	9923252	9955075	CB4856
I	WRMHS10E16	9924707	9957655	CB4856
I	WRMHS34K02	9928944	9965159	CB4856
I	WRMHS9N03	9930057	9963983	CB4856
I	WRMHS24M01	9934246	9966697	CB4856
I	WRMHS20I11	9935436	9968671	CB4856
I	WRMHS25F14	9956058	9985625	CB4856
I	WRMHS24L17	9975639	10008198	CB4856
I	WRMHS4I12	9982973	10013093	CB4856
I	WRMHS34E04	9995645	10038270	CB4856
I	WRMHS40I17	9995645	10038270	CB4856
I	WRMHS17K17	9996340	10031254	CB4856
I	WRMHS19N08	9997376	10038075	CB4856
I	WRMHS17D09	9997798	10022726	CB4856
I	WRMHS26K11	9999253	10034538	CB4856
I	WRMHS36G16	10002798	10042423	CB4856
I	WRMHS30F11	10003880	10037063	CB4856
I	WRMHS25K02	10004420	10041873	CB4856
I	WRMHS22D13	10013961	10042830	CB4856
I	WRMHS4B13	10016179	10053074	CB4856
I	WRMHS10I18	10036003	10070780	CB4856
I	WRMHS32D17	10041435	10082611	CB4856
I	WRMHS37K19	10041817	10081303	CB4856
I	WRMHS40O12	10068929	10102129	CB4856
I	WRMHS9M05	10131799	10147122	CB4856
I	WRMHS19L04	10133034	10166848	CB4856
I	WRMHS13A09	10135574	10172232	CB4856
I	WRMHS39N05	10151511	10188788	CB4856
I	WRMHS15M03	10173001	10202962	CB4856
I	WRMHS14M24	10176237	10214666	CB4856
I	WRMHS37J17	10180220	10216538	CB4856
I	WRMHS1A07	10201978	10218685	CB4856
I	WRMHS11K24	10206562	10233909	CB4856
I	WRMHS8J18	10208059	10247662	CB4856
I	WRMHS10P04	10218473	10242883	CB4856
I	WRMHS25P02	10219163	10243862	CB4856
I	WRMHS19N24	10219326	10257615	CB4856
I	WRMHS35K12	10223168	10262259	CB4856
I	WRMHS22A07	10225325	10253992	CB4856
I	WRMHS30F22	10234041	10260776	CB4856
I	WRMHS23B15	10241687	10268564	CB4856
I	WRMHS15H23	10245144	10271482	CB4856
I	WRMHS27P10	10246794	10270642	CB4856
I	WRMHS20H15	10250544	10271058	CB4856
I	WRMHS16H11	10252651	10271420	CB4856
I	WRMHS22A23	10257887	10274483	CB4856
I	WRMHS3N15	10259975	10276301	CB4856
I	WRMHS22N03	10272638	10295094	CB4856
I	WRMHS18H19	10272845	10309991	CB4856
I	WRMHS12F03	10274108	10294690	CB4856
I	WRMHS10J19	10274691	10294263	CB4856
I	WRMHS22L06	10275088	10304620	CB4856
I	WRMHS31L13	10275570	10301128	CB4856
I	WRMHS16L01	10276541	10308607	CB4856
I	WRMHS16O13	10293166	10335883	CB4856
I	WRMHS33D20	10301512	10334479	CB4856
I	WRMHS20H12	10302236	10342904	CB4856
I	WRMHS34F14	10311613	10341920	CB4856
I	WRMHS36E18	10323285	10357609	CB4856
I	WRMHS38G15	10324403	10357893	CB4856
I	WRMHS14N19	10324461	10357788	CB4856
I	WRMHS14J04	10324476	10356339	CB4856
I	WRMHS23G14	10333435	10372381	CB4856
I	WRMHS29O19	10339776	10366060	CB4856
I	WRMHS15M24	10342580	10375088	CB4856
I	WRMHS21A23	10346523	10380159	CB4856
I	WRMHS14A03	10351338	10382722	CB4856
I	WRMHS16G12	10353545	10389947	CB4856
I	WRMHS31F08	10365935	10407687	CB4856
I	WRMHS33P07	10373159	10410622	CB4856
I	WRMHS2I13	10375519	10407816	CB4856
I	WRMHS13N22	10385705	10421878	CB4856
I	WRMHS31F15	10394467	10427296	CB4856
I	WRMHS23D02	10398873	10434269	CB4856
I	WRMHS28B18	10404955	10441382	CB4856
I	WRMHS23B23	10413966	10446347	CB4856
I	WRMHS10O08	10422866	10453368	CB4856
I	WRMHS39N09	10465478	10501649	CB4856
I	WRMHS14C11	10477109	10510006	CB4856
I	WRMHS1J08	10490511	10526383	CB4856
I	WRMHS27K06	10495955	10531708	CB4856
I	WRMHS12M12	10501849	10536503	CB4856
I	WRMHS26D13	10502588	10534993	CB4856
I	WRMHS3H09	10510007	10535845	CB4856
I	WRMHS19J17	10510343	10549756	CB4856
I	WRMHS13O01	10518049	10554124	CB4856
I	WRMHS38H02	10533473	10573580	CB4856
I	WRMHS10N17	10533487	10564571	CB4856
I	WRMHS12M05	10538669	10577392	CB4856
I	WRMHS9I19	10543882	10576002	CB4856
I	WRMHS22I05	10546471	10587453	CB4856
I	WRMHS39J05	10553355	10591494	CB4856
I	WRMHS36M06	10557339	10596385	CB4856
I	WRMHS3O20	10558111	10593449	CB4856
I	WRMHS30H21	10571046	10597722	CB4856
I	WRMHS2I18	10588273	10620598	CB4856
I	WRMHS24I20	10596237	10632493	CB4856
I	WRMHS38B01	10604230	10643415	CB4856
I	WRMHS10P11	10611317	10649357	CB4856
I	WRMHS4L07	10612875	10651936	CB4856
I	WRMHS20C08	10614158	10645739	CB4856
I	WRMHS9K05	10629393	10666500	CB4856
I	WRMHS2H13	10631787	10660979	CB4856
I	WRMHS4P06	10633364	10665338	CB4856
I	WRMHS35K16	10676302	10707502	CB4856
I	WRMHS20L21	10681240	10717374	CB4856
I	WRMHS18M03	10688073	10724440	CB4856
I	WRMHS31K07	10707523	10735842	CB4856
I	WRMHS29F04	10708401	10742404	CB4856
I	WRMHS12L21	10709453	10743249	CB4856
I	WRMHS18D22	10709538	10743542	CB4856
I	WRMHS16O02	10711161	10750202	CB4856
I	WRMHS9K19	10720656	10755246	CB4856
I	WRMHS20O16	10721680	10755558	CB4856
I	WRMHS7E16	10731200	10769826	CB4856
I	WRMHS30F17	10731283	10766538	CB4856
I	WRMHS31L22	10733731	10771174	CB4856
I	WRMHS38G17	10734921	10770100	CB4856
I	WRMHS5G06	10736906	10768202	CB4856
I	WRMHS12I14	10746307	10780629	CB4856
I	WRMHS18I22	10750507	10783473	CB4856
I	WRMHS25H09	10753629	10784814	CB4856
I	WRMHS12L05	10756162	10789121	CB4856
I	WRMHS10A11	10764942	10796195	CB4856
I	WRMHS33M06	10773169	10803356	CB4856
I	WRMHS4P24	10774555	10808951	CB4856
I	WRMHS1O09	10776702	10814500	CB4856
I	WRMHS1H11	10780705	10808613	CB4856
I	WRMHS4J12	10794352	10835484	CB4856
