Chromosome	Clone	Start	End
I	WRM0641cH07	7811734	7849189
I	WRM0639dH12	7819078	7855232
I	WRM0618dA05	7823304	7854962
I	WRM0634dF07	7839085	7876480
I	WRM0616dH11	7868366	7902715
I	WRM0631aF11	7872110	7904185
I	WRM0640dB09	7888403	7920579
I	WRM061aH05	7895473	7928754
I	WRM062cA02	7895683	7928635
I	WRM0633bC10	7896428	7935022
I	WRM0612bH05	7896488	7928584
I	WRM0613cB07	7896793	7929394
I	WRM0611dG05	7903248	7933590
I	WRM0632dE12	7912303	7944702
I	WRM0614dA09	7937655	7971573
I	WRM0633aC11	7937664	7976007
I	WRM0623aF07	7945492	7980445
I	WRM069aC07	7949711	7986971
I	WRM062aG11	7949872	7983354
I	WRM0622aB02	7951036	7988151
I	WRM0641cB01	7952097	7984248
I	WRM0629cF08	7955035	7987741
I	WRM066aE08	7956553	7988758
I	WRM061dC08	7961866	7991535
I	WRM0632cA05	7962227	7997324
I	WRM067bD09	7965827	7999685
I	WRM0635dG06	7969813	8004356
I	WRM0610aA11	7974014	8008082
I	WRM0640cE11	7980488	8013633
I	WRM065bD06	7984622	8018263
I	WRM0615bE06	7992432	8026192
I	WRM064bC03	7997668	8028681
I	WRM0633cD10	8001675	8033931
I	WRM0632bF05	8010489	8041939
I	WRM067cA11	8013242	8044578
I	WRM064bB06	8013364	8045691
I	WRM0619bE09	8013452	8049374
I	WRM063dF07	8015047	8049853
I	WRM066cC09	8021976	8055215
I	WRM0641cE08	8029354	8060970
I	WRM0617aH01	8030918	8063452
I	WRM067dH07	8033426	8071146
I	WRM066aE03	8043398	8077176
I	WRM0623aG05	8047143	8080037
I	WRM062cA03	8049869	8087862
I	WRM0637cB09	8066603	8098880
I	WRM066bC10	8078465	8110827
I	WRM0628bF09	8081706	8120799
I	WRM069cG03	8082814	8110900
I	WRM0631cC07	8086725	8120223
I	WRM0626bH01	8114587	8151960
I	WRM0623aE02	8115739	8152068
I	WRM061cC04	8126913	8157778
I	WRM065aF10	8137102	8169789
I	WRM0628dC01	8139806	8176661
I	WRM0627bC02	8140165	8171447
I	WRM061bD10	8145452	8178407
I	WRM0610dA02	8148577	8182873
I	WRM0613aB12	8154277	8189614
I	WRM0610cC04	8160142	8191586
I	WRM069aF07	8189882	8221550
I	WRM0636dE08	8196882	8231486
I	WRM0617cE02	8218215	8251601
I	WRM0610bH03	8236062	8271323
I	WRM0637bE08	8253474	8288345
I	WRM0616aH01	8254281	8286877
I	WRM062cB04	8255450	8293131
I	WRM067bE09	8264853	8292625
I	WRM066aB06	8273502	8306383
I	WRM0613aH08	8274913	8309291
I	WRM0632bF12	8281220	8313292
I	WRM0637bF01	8282104	8316496
I	WRM0613dF12	8293591	8325795
I	WRM0629dF01	8297783	8331657
I	WRM0638dE05	8299237	8331991
I	WRM0618dB10	8302162	8339388
I	WRM0632dG11	8304406	8338363
I	WRM0637dD08	8305113	8340436
I	WRM0639bH01	8308036	8342269
I	WRM061bB06	8308769	8340808
I	WRM062cF09	8314833	8351649
I	WRM0634cH09	8321380	8355997
I	WRM0610cG03	8335359	8365435
I	WRM0630bG08	8335621	8373597
I	WRM067cF07	8339865	8367932
I	WRM064bA10	8349887	8378788
I	WRM0619aG10	8384575	8420844
I	WRM0626aE04	8386131	8419408
I	WRM0611aF12	8388936	8419731
I	WRM0630aA07	8391281	8428922
I	WRM066bG09	8395920	8429174
I	WRM061dB09	8403317	8437709
I	WRM062aH02	8415357	8448349
I	WRM0641dB10	8425614	8458893
I	WRM0636aE05	8428510	8461434
I	WRM0636dG07	8439007	8467873
I	WRM0611bD01	8459408	8486685
I	WRM0634aB11	8470521	8501847
I	WRM0614dB03	8480926	8512853
I	WRM0633dB02	8486443	8527063
I	WRM0622aC02	8493503	8529073
I	WRM0614cE05	8503061	8534662
I	WRM061dA04	8507919	8541090
I	WRM0617dC07	8516299	8554787
I	WRM0630dD10	8526429	8556823
I	WRM0614cH02	8526628	8559377
I	WRM062dA05	8531624	8560197
I	WRM0610dH01	8576776	8608941
I	WRM0623aE08	8577130	8618499
I	WRM0627cF07	8599866	8635465
I	WRM0622bC02	8603948	8641317
I	WRM0636cC06	8605001	8637803
I	WRM0634bH06	8617035	8650054
I	WRM0610aD11	8621691	8654248
I	WRM0629dE10	8630542	8662078
I	WRM0627cH04	8633102	8664545
I	WRM0616aG12	8634001	8667014
I	WRM0631bH04	8653242	8685692
I	WRM0629bB10	8656633	8692709
I	WRM0617dE11	8671699	8704463
I	WRM0628aD08	8674733	8712780
I	WRM0622cC07	8678082	8718636
I	WRM0615bH08	8683306	8720996
I	WRM0637aB03	8684437	8718097
I	WRM0625aB09	8685854	8720275
I	WRM069bF04	8705861	8737765
I	WRM0615aC11	8707479	8742182
I	WRM0625dG03	8707777	8741073
I	WRM0614bE10	8728450	8763707
I	WRM0625cA05	8731062	8763672
I	WRM0636aB08	8739315	8777949
I	WRM0616bG08	8743736	8777339
I	WRM0635dF01	8749723	8781636
I	WRM0621bC08	8753869	8791546
I	WRM0615cE11	8754542	8789144
I	WRM0616cF05	8808169	8841155
I	WRM0635aE01	8814062	8846078
I	WRM0629bB06	8815738	8846531
I	WRM068dD09	8820018	8854299
I	WRM061aA02	8823748	8863770
I	WRM065dC05	8827492	8853897
I	WRM0640aA12	8837198	8873644
I	WRM0610dH09	8838896	8870019
I	WRM0627dB05	8840999	8875663
I	WRM0614bF01	8841221	8872314
I	WRM0632dF08	8849612	8884938
I	WRM0635bB05	8860293	8894498
I	WRM0625cF12	8888473	8923207
I	WRM0640cC09	8891190	8925452
I	WRM067bD06	8894049	8923082
I	WRM0618dF07	8916978	8954298
I	WRM064bB05	8918635	8957725
I	WRM0626cA02	8920818	8958524
I	WRM069bC05	8921793	8954967
I	WRM067cG05	8922440	8952624
I	WRM0633aD11	8923981	8958227
I	WRM068dA07	8934672	8967248
I	WRM0636aC03	8938588	8976236
I	WRM0629cG11	8940422	8968302
I	WRM0638bH01	8940854	8975973
I	WRM0634aA04	8948075	8979067
I	WRM062cF05	8951920	8984948
I	WRM0618aC06	8953544	8992340
I	WRM0630aG03	8954142	8986959
I	WRM0616aH07	8955028	8983402
I	WRM0616cC09	8955974	8990056
I	WRM0614dE06	8959611	8996871
I	WRM0639cH07	8963455	8997135
I	WRM062bH01	8970219	9004398
I	WRM0628bC04	8971270	9005694
I	WRM0614aH05	8972546	9010987
I	WRM0612bD08	8976074	9009899
I	WRM065cB05	8989480	9023145
I	WRM0638dH10	8998443	9026043
I	WRM0611bF09	9066510	9098873
I	WRM067aH05	9077044	9113580
I	WRM0634dB06	9087369	9121625
I	WRM0611bD06	9092626	9124776
I	WRM0637bF09	9093729	9129966
I	WRM0633aH08	9096938	9128959
I	WRM0617bD05	9103561	9139718
I	WRM0634aB12	9111557	9142518
I	WRM063cA12	9113275	9146712
I	WRM0632aA11	9116051	9147818
I	WRM0638dC12	9118823	9153929
I	WRM0621dE03	9120428	9151864
I	WRM0614bG07	9135786	9170297
I	WRM0626aH01	9136814	9169320
I	WRM0627aD05	9143345	9181291
I	WRM066cA06	9167260	9202126
I	WRM0633aH03	9180457	9216066
I	WRM0624aG02	9204565	9236353
I	WRM0619aD11	9221803	9257956
I	WRM0622bC09	9222325	9256171
I	WRM0632cF11	9230613	9264567
I	WRM061dD09	9232333	9263362
I	WRM0640bD04	9236970	9269877
I	WRM0624cE01	9239816	9273597
I	WRM0639bA08	9244003	9275163
I	WRM0625dE12	9247888	9275583
I	WRM0610aG07	9252442	9287561
I	WRM0636bG05	9256793	9294006
I	WRM0611bC02	9266484	9300970
I	WRM0617cC10	9272397	9307847
I	WRM0640dC08	9273655	9314126
I	WRM064dA07	9289702	9322636
I	WRM0639bA03	9297337	9331653
I	WRM063aH02	9299560	9336259
I	WRM0625cA09	9317449	9348247
I	WRM0622dD07	9318505	9348613
I	WRM0632aG06	9320605	9351168
I	WRM064dG06	9334409	9372661
I	WRM0625aB10	9342014	9375390
I	WRM0612aC09	9348714	9382442
I	WRM0632bF02	9362225	9395583
I	WRM062bH07	9376804	9412636
I	WRM0617dD04	9381741	9417559
I	WRM0635dB02	9401476	9432396
I	WRM0630aH02	9405325	9439765
I	WRM066dB11	9410472	9443580
I	WRM0639dE03	9411351	9444957
I	WRM0616dB01	9412195	9444843
I	WRM0638dF01	9418183	9449863
I	WRM0614cH06	9419312	9451542
I	WRM0641bB12	9428810	9460442
I	WRM0628aG10	9430884	9460719
I	WRM0620aG10	9432114	9469130
I	WRM0630cB09	9443367	9475729
I	WRM068bH08	9446642	9481857
I	WRM0624bA06	9447494	9478340
I	WRM0621dE07	9457200	9494506
I	WRM0625aG11	9465594	9499510
I	WRM069aB08	9466904	9499232
I	WRM0612bG12	9470232	9505063
I	WRM065cF02	9470930	9504936
I	WRM0633cE02	9474942	9510030
I	WRM064aA09	9478768	9508425
I	WRM064bG06	9479728	9514824
I	WRM0621bB08	9487541	9528182
I	WRM068bC03	9491116	9525062
I	WRM0619aG08	9498590	9532825
I	WRM0619aE03	9499979	9530556
I	WRM0632bF11	9505710	9540910
I	WRM0615dG08	9514992	9552740
I	WRM0631dC03	9515169	9551407
I	WRM0634cF09	9519794	9549977
I	WRM069cH09	9524196	9555841
I	WRM064bD05	9527627	9562483
I	WRM0628bF01	9527837	9562131
I	WRM0631dA06	9529642	9562617
I	WRM0624bH02	9530710	9563486
I	WRM064cH08	9550174	9579583
I	WRM0634dG07	9550259	9583575
I	WRM0637dA03	9551063	9581924
I	WRM065dH12	9556214	9590216
I	WRM0616bC07	9557441	9590363
I	WRM0633bG11	9557973	9588654
I	WRM065bH01	9564468	9600224
I	WRM0639cA02	9569540	9607555
I	WRM0623cA08	9578921	9613084
I	WRM0629cA06	9583450	9616743
I	WRM0634aA12	9597552	9636337
I	WRM0640dG11	9600081	9634927
I	WRM0629aD11	9601370	9633632
I	WRM0610aG04	9639474	9673528
I	WRM0631cB06	9650673	9687482
I	WRM0640bC02	9655763	9682819
I	WRM0632bE06	9665643	9699465
I	WRM0637bB03	9667920	9706487
I	WRM0619bF10	9678819	9717739
I	WRM064dE10	9693729	9725559
I	WRM0612dG10	9695204	9728530
I	WRM0630dC04	9698091	9731412
I	WRM0637bG04	9724239	9757089
I	WRM0635cC05	9739058	9775517
I	WRM0610cB02	9752748	9788312
I	WRM0641dA04	9753947	9792369
I	WRM069aG05	9755789	9790661
I	WRM0616cF11	9764695	9799097
I	WRM065dC09	9770587	9803114
I	WRM068dC11	9772681	9806569
I	WRM0634cB07	9776500	9808917
I	WRM0631cA11	9782975	9814120
I	WRM068bD06	9784090	9816562
I	WRM067bA03	9785870	9817893
I	WRM0610dH03	9786339	9817806
I	WRM0614cG12	9793619	9826880
I	WRM065cF04	9835897	9871957
I	WRM0632dB08	9846526	9878780
I	WRM0623bB02	9853386	9887446
I	WRM0618aE05	9861056	9893834
I	WRM066cA02	9864674	9897654
I	WRM0613dD09	9875010	9910277
I	WRM0631cC02	9875249	9906104
I	WRM066dD04	9880016	9913600
I	WRM0616bE07	9887710	9923716
I	WRM062dF11	9890830	9927763
I	WRM0616aF03	9913338	9949290
I	WRM0624dF03	9921568	9963778
I	WRM0623cD11	9922055	9955377
I	WRM065aF01	9922385	9957356
I	WRM0619dC06	9928150	9961251
I	WRM0637bF12	9935015	9968044
I	WRM062cE12	9936767	9969711
I	WRM066cB10	9939719	9974514
I	WRM0619aD06	9957214	9991417
I	WRM069aH01	9962323	9992948
I	WRM0632aH02	9971984	10006363
I	WRM0641aG06	9973641	10007019
I	WRM0630cF01	9983830	10012640
I	WRM0614dC10	9994060	10030590
I	WRM063bA09	10000657	10032778
I	WRM0630cD03	10007341	10044553
I	WRM0615cG07	10010960	10045273
I	WRM0619aH05	10011225	10047679
I	WRM0620dA04	10011278	10046407
I	WRM0611bH11	10014885	10051536
I	WRM0621cE12	10019471	10055417
I	WRM0624cF01	10038511	10065034
I	WRM0636aH05	10039464	10065625
I	WRM0611bD09	10112828	10140487
I	WRM0613cG06	10125464	10143830
I	WRM0615aH01	10139585	10165697
I	WRM0616bC11	10139819	10157206
I	WRM0632bE08	10150033	10181710
I	WRM0614aH10	10150093	10181379
I	WRM0632aE01	10172408	10206143
I	WRM0612aH01	10172699	10206993
I	WRM0611cC02	10173984	10206651
I	WRM0630aC10	10192898	10224057
I	WRM0638dF06	10214414	10242114
I	WRM0616aB08	10217137	10241191
I	WRM0627aD10	10220575	10241310
I	WRM0631bG12	10225445	10264171
I	WRM066dH06	10241140	10265004
I	WRM0624dE10	10241963	10277167
I	WRM0623dG05	10250244	10277138
I	WRM0632dF10	10253565	10276704
I	WRM061aB02	10255529	10277552
I	WRM0631dE05	10255997	10279377
I	WRM0619dH02	10256666	10278281
I	WRM0611dG04	10258899	10278652
I	WRM0635aH07	10261724	10284451
I	WRM0623aH09	10266176	10282597
I	WRM065aG12	10276205	10296095
I	WRM0621bB07	10276232	10299648
I	WRM0625bB03	10276496	10301171
I	WRM0639aB11	10278692	10299123
I	WRM0616cA02	10281631	10307001
I	WRM0639dG02	10282018	10309254
I	WRM0641dE07	10283011	10312110
I	WRM0615aC02	10283386	10318210
I	WRM064bC10	10283449	10307849
I	WRM0628aF07	10285899	10324416
I	WRM0618aA05	10301917	10332568
I	WRM0629aD01	10309221	10345388
I	WRM068dE08	10311316	10350019
I	WRM065cH08	10325873	10359466
I	WRM0634bC12	10352316	10384295
I	WRM0621cG01	10364631	10403713
I	WRM0629bC06	10365339	10398045
I	WRM0626cG06	10368581	10403042
I	WRM0634bH08	10371580	10405800
I	WRM0613aG07	10375531	10408652
I	WRM0616bH02	10383991	10419702
I	WRM0635aE10	10388219	10425683
I	WRM0631aA03	10396498	10429929
I	WRM0622cF11	10398713	10429857
I	WRM0613aF11	10417128	10452087
I	WRM0633aD01	10424958	10452371
I	WRM064aA04	10436593	10470965
I	WRM0615aE01	10477255	10514651
I	WRM0641bB01	10482006	10512949
I	WRM0637cB01	10500628	10536926
I	WRM068cG05	10501751	10536268
I	WRM0625bC12	10507507	10534352
I	WRM0639dG06	10511344	10551988
I	WRM0627cE06	10514296	10548159
I	WRM0611dB12	10514689	10545067
I	WRM0635dD08	10520397	10555546
I	WRM0639aA07	10524564	10558191
I	WRM064aE05	10527087	10561391
I	WRM0617bH08	10530645	10564935
I	WRM0615cC04	10531845	10565810
I	WRM0625bF11	10539811	10577594
I	WRM066dG06	10539894	10575104
I	WRM067bB09	10565062	10595617
I	WRM0630aE12	10577654	10609410
I	WRM0621aA07	10595223	10628123
I	WRM068bC05	10610239	10644618
I	WRM0618aD12	10611382	10644026
I	WRM0638bF09	10611922	10645095
I	WRM0634cH02	10616592	10650148
I	WRM0640dB10	10616972	10654830
I	WRM0619aD09	10618296	10653058
I	WRM0615aE11	10644236	10672880
I	WRM0610bC09	10646048	10680646
I	WRM0641cE01	10647628	10682673
I	WRM0639cD08	10663305	10695277
I	WRM0634aF02	10668648	10697574
I	WRM0627cG06	10695510	10729593
I	WRM0641cD06	10697452	10735752
I	WRM0638bC01	10707149	10741931
I	WRM068bA07	10712736	10749918
I	WRM0618aB06	10715003	10748997
I	WRM0618dC02	10720027	10753451
I	WRM0610bB12	10739179	10777398
I	WRM0639dE06	10742456	10782169
I	WRM0619cA01	10742787	10781494
I	WRM065dE01	10771505	10803684
I	WRM0623aD09	10788310	10824112
I	WRM0640bG06	10798312	10828466
I	WRM0611bH08	10802374	10835361
I	WRM0610bE03	10805879	10835448
I	WRM066dG09	10817371	10851753
I	WRM0631bC11	10819182	10847221
I	WRM067aG04	10820097	10856486
I	WRM069dA06	10826025	10857212
I	WRM068aG01	10854585	10887681
I	WRM0629cD02	10866497	10899089
I	WRM0638bB08	10866575	10896219
I	WRM0631aE04	10882111	10912378
I	WRM068bH09	10884910	10919242
I	WRM0634dE11	10896129	10931333
I	WRM0640aB03	10997561	11024057
I	WRM0635aE09	10998455	11032686
I	WRM0614aH08	11120230	11149329
I	WRM0620bE08	11133363	11169985
I	WRM0637aG08	11244040	11276337
I	WRM0624aF12	11269681	11305914
I	WRM0630dH11	11285075	11320441
I	WRM0610aB04	11287881	11321251
I	WRM0625cG04	11289741	11320055
I	WRM0627dE09	11429768	11462807
I	WRM069dG02	11450494	11489411
I	WRM0625dE10	11467929	11503011
I	WRM064cE02	11495652	11526922
I	WRM0611bE10	11531370	11557752
I	WRM0625dG05	11535630	11564736
I	WRM0627aB08	11549270	11581153
I	WRM0616bH05	11630107	11658439
I	WRM0625aD07	11646619	11681935
I	WRM0641bF11	11652160	11684673
I	WRM0635bG07	11654030	11690342
I	WRM0619aE05	11684965	11716193
I	WRM0625aF01	11703744	11741423
I	WRM065bC10	11708814	11739032
I	WRM0635dH04	11712707	11743222
I	WRM0640aC01	11718020	11739264
I	WRM063dC09	11722424	11755014
I	WRM0614aA10	11724684	11761312
I	WRM0636cD09	11732216	11766653
I	WRM0612bB03	11741712	11776758
I	WRM0640bA10	11742323	11770435
I	WRM0637dD05	11743388	11774961
I	WRM0627bD06	11759590	11792903
I	WRM069aH12	11760819	11794557
I	WRM0617aG10	11760947	11794271
I	WRM0617bD10	11781815	11816292
I	WRM061dF01	11825982	11861000
I	WRM064dD06	11991472	12023233
I	WRM0618bD07	11993742	12027950
I	WRM062dE03	11995385	12034230
I	WRM0614bB06	12011626	12045767
I	WRM0628dE11	12012386	12048528
I	WRM0615cH06	12013385	12045184
I	WRM0617cB07	12106773	12140593
I	WRM0622aD02	12136231	12170449
I	WRM063cF06	12195393	12229709
I	WRM0610dA11	12205248	12236269
I	WRM0640aF09	12224383	12257143
I	WRM0618aG10	12224586	12260780
I	WRM0625bH10	12226121	12260748
I	WRM0621aG02	12228643	12266921
I	WRM0626cD02	12229081	12262408
I	WRM0621aF04	12229325	12259263
I	WRM068dE02	12230303	12261841
I	WRM0618cC08	12236916	12263543
I	WRM0633cB01	12239135	12277309
I	WRM0634cF04	12262793	12299803
I	WRM0635dD11	12265238	12301470
I	WRM0610dE06	12292613	12326880
I	WRM066bF07	12298730	12333084
I	WRM0639aH12	12301782	12339287
I	WRM0628aG05	12304556	12338058
I	WRM069aE07	12311572	12342918
I	WRM068aE05	12319429	12359625
I	WRM061aF11	12321616	12351788
I	WRM066dG03	12322264	12361672
I	WRM0615bE10	12322996	12357943
I	WRM0614dE02	12323186	12357778
I	WRM065bG11	12323406	12357121
I	WRM0624dG09	12325964	12359527
I	WRM0611aA09	12332720	12367586
I	WRM0618dG01	12341013	12373428
I	WRM0616aG03	12343087	12379864
I	WRM0622bH11	12347549	12380972
I	WRM0641bC06	12348334	12382546
I	WRM0639bD11	12352484	12390949
I	WRM066bB04	12355114	12389897
I	WRM0618aH12	12357395	12391082
I	WRM0637cH11	12357954	12396692
I	WRM0611dB10	12370084	12412036
I	WRM0638dF11	12372210	12404962
I	WRM069aF02	12382868	12419152
I	WRM0635dG02	12384646	12419908
I	WRM0618aA09	12385364	12420528
I	WRM068bD03	12391070	12421063
I	WRM0637aH03	12392573	12430716
I	WRM0633cB04	12398001	12430575
I	WRM0624cA12	12405692	12443398
I	WRM0638dC07	12409559	12447644
I	WRM062cC06	12417835	12451457
I	WRM069aF10	12421199	12454965
I	WRM0629aB04	12429188	12463534
I	WRM0619bD07	12545608	12578419
I	WRM0614bF04	12550880	12584965
I	WRM069cA04	12557791	12594525
I	WRM067cF06	12562475	12595314
I	WRM0621bA03	12564851	12600822
I	WRM0624dH02	12566438	12605809
I	WRM0638dG06	12584911	12618920
I	WRM0612aE11	12592672	12625453
I	WRM066cD10	12615203	12649390
I	WRM0612aD06	12627818	12657312
I	WRM0629bB02	12635816	12671885
I	WRM0638bG03	12687985	12722033
I	WRM0625cG05	12688712	12730136
I	WRM0621aC11	12689308	12723081
I	WRM0638bA11	12697546	12729127
I	WRM0610cE06	12702450	12724298
I	WRM0632cE01	12708169	12743608
I	WRM066cH12	12991546	13027295
I	WRM0626dG10	13013845	13045740
I	WRM0634cE01	13033312	13069093
I	WRM066aA04	13048651	13083766
I	WRM0626cD03	13061726	13093170
I	WRM0618bA07	13064298	13097397
I	WRM0640bF11	13067749	13110481
I	WRM069aF03	13068847	13107658
I	WRM0628cG04	13070706	13106729
I	WRM0621bC12	13071558	13110591
I	WRM0610dH12	13073852	13112064
I	WRM0612cG07	13074110	13108460
I	WRM066dF07	13078636	13113624
I	WRM064bB01	13091258	13122851
I	WRM0630cD02	13097469	13131927
I	WRM0630cC09	13100510	13134405
I	WRM0630aH10	13111776	13146584
I	WRM064aE08	13113377	13146874
I	WRM0617aA08	13121764	13159449
I	WRM062aE05	13128110	13165810
I	WRM066aD03	13130059	13164972
I	WRM0637bD10	13134346	13167310
I	WRM061cH09	13136452	13165358
I	WRM0612dB06	13137527	13170803
I	WRM0623cD03	13142668	13174348
I	WRM0633dC02	13175021	13208331
I	WRM0636bE03	13177752	13208858
I	WRM064dC08	13191018	13226330
I	WRM068aB08	13193685	13222164
I	WRM0639cH05	13197016	13232183
I	WRM0622dA01	13216661	13248563
I	WRM061bD06	13217595	13252989
I	WRM0619aF07	13225634	13257625
I	WRM0610aA01	13249863	13287543
I	WRM0616aA03	13259577	13291878
I	WRM0637aC10	13304881	13343940
I	WRM0613cC03	13307827	13342523
I	WRM0618cG05	13319629	13351380
I	WRM0641cB09	13332143	13364083
I	WRM061cF01	13376753	13412636
I	WRM0622bD07	13385654	13424306
I	WRM067bF03	13388599	13420805
I	WRM0617dF08	13661882	13693001
I	WRM0628dH09	13674727	13708180
I	WRM0613aE10	13833035	13860556
I	WRM0624cC10	13962865	13996964
I	WRM0637bG05	13963358	13993608
I	WRM0610cB03	13972829	14004362
I	WRM065cF06	14010317	14038916
I	WRM0616dE07	14015412	14051727
I	WRM0625aA09	14019890	14058559
I	WRM0615bG10	14025492	14055816
I	WRM067aE04	14043254	14079449
I	WRM0621dE09	14046248	14073940
I	WRM0634aA03	14071351	14101847
I	WRM0628dF11	14200712	14234020
I	WRM0631dG06	14234634	14271283
I	WRM0641dF10	14235456	14270510
I	WRM0618aB04	14238696	14274319
I	WRM0612dB11	14242895	14275730
I	WRM0637cH12	14263562	14292769
I	WRM0634cC02	14275276	14311810
I	WRM0613bE01	14302931	14335720
I	WRM063dF12	14303678	14339782
I	WRM0613bH09	14313101	14346941
I	WRM0627dA11	14313301	14345731
I	WRM066bG08	14313418	14345170
I	WRM0640bB10	14372129	14407468
I	WRM0641cD01	14437402	14462477
I	WRM0618cG07	14727287	14764698
I	WRM068aC09	14733007	14766467
I	WRM0625dE01	14820939	14854556
I	WRM0611dD03	14825368	14855068
I	WRM0616cC03	14833818	14868367
I	WRM0635cD12	14833926	14870134
I	WRM062bB01	14840826	14880348
I	WRM0635cA04	14842428	14876218
I	WRM064dA11	14842765	14876923
I	WRM0618bB12	14845607	14876967
I	WRM068bG11	14849684	14883248
I	WRM0624aH03	14853885	14897935
I	WRM0629aE10	14857284	14889974
I	WRM0627aC09	14860808	14897367
I	WRM0640cC11	14866200	14894020
I	WRM064aD09	14866483	14902948
I	WRM0640bC01	14867058	14897714
I	WRM064dA06	14867713	14896781
I	WRM0636bC05	14870024	14900851
I	WRM0620aG04	14871466	14908436
I	WRM063cC08	14887685	14918487
I	WRM0611cH09	14888453	14919518
I	WRM062aB12	14890617	14923788
I	WRM0641dD08	14896039	14930577
I	WRM064bD04	14896702	14932149
I	WRM0625bE05	14904119	14942759
I	WRM0629aG06	14905993	14941367
I	WRM067aD02	14917952	14952978
I	WRM0633dF04	14927437	14952570
I	WRM069aA02	14928626	14961331
I	WRM0628dA04	14935407	14967740
I	WRM0626dB07	14941947	14973572
I	WRM0639aH01	14946226	14980283
I	WRM0616cB03	14950906	14984426
I	WRM063bC01	14953181	14992012
I	WRM0612dC01	14954030	14988061
I	WRM0625bD01	14967875	15002132
I	WRM0620bH09	14976143	15012320
I	WRM0636cA03	14976501	15012149
I	WRM0631aD09	14976901	15006939
I	WRM068aA07	14979393	15010590
I	WRM0617bB11	14988776	15021511
I	WRM0629cD01	14992023	15024332
I	WRM0611dF09	14992225	15024734
I	WRM0627cG12	14999536	15031264
I	WRM0622bD06	15001177	15038270
I	WRM0639dH01	15006465	15040514
I	WRM0637dD12	15008030	15044400
I	WRM0623dE10	15019109	15050922
I	WRM0637dE09	15036364	15077752
I	WRM0615cH09	15037618	15073353
I	WRM0628aC12	15044235	15079063
I	WRM0619bG03	15044578	15072727
I	WRM0631aD12	15045674	15074818
I	WRM0629dE08	15045755	15075560
I	WRM068cA11	15049219	15073180
I	WRM0611bB11	15050647	15069709
I	WRM0623dH11	15053272	15073984
I	WRM066cF11	15053375	15072400
I	WRM0625cG10	15057390	15075220
I	WRM0626cH01	15059254	15075126
I	WRM066aE11	15059784	15078627
I	WRM067aB07	15060088	15077645
I	WRM0640bG08	15062101	15079459
II	WRM0618aD03	1	32107
II	WRM0637cA08	27459	62340
II	WRM061aC08	27717	64544
II	WRM0631dD05	33248	67223
II	WRM0636bH05	36554	68354
II	WRM0610aF07	37525	65170
II	WRM0640dD04	41773	76720
II	WRM0633dB05	43190	78205
II	WRM0640dG02	46255	79840
II	WRM0640aH02	49204	89261
II	WRM063dH09	57145	89943
II	WRM0634aD06	67023	97888
II	WRM0631dF11	80460	113027
II	WRM0611dD06	97779	130505
II	WRM0622aG02	100776	132791
II	WRM0614bH03	105267	138824
II	WRM0620aC05	108871	138597
II	WRM0620cE04	130356	163271
II	WRM063cE03	133310	168135
II	WRM0634aC02	148713	179809
II	WRM0634cA12	160496	198543
II	WRM0621cB03	172516	201736
II	WRM0633cD05	273281	305578
II	WRM065dB03	301574	335329
II	WRM0636bH02	310888	343582
II	WRM0638dD12	324825	357073
II	WRM0631dF02	373949	406432
II	WRM0634aG08	392680	423380
II	WRM0626dC03	484479	510717
II	WRM0623dB03	519052	552543
II	WRM0611bE08	519875	554881
II	WRM0617aD03	536902	567414
II	WRM0637dF05	576124	608084
II	WRM0620cF05	609671	644725
II	WRM063dD11	612485	649005
II	WRM0622dD08	613073	644028
II	WRM0631cH10	644609	679885
II	WRM061dG07	664615	697340
II	WRM0638dA07	668132	699085
II	WRM0617aE09	671813	699487
II	WRM0616cF08	763888	797888
II	WRM0613cA03	774559	807535
II	WRM0627bB05	775608	812428
II	WRM064aG11	775956	809916
II	WRM0633dD05	776532	812892
II	WRM064dH05	782444	820831
II	WRM069bC02	789268	823479
II	WRM0626dE09	801558	834035
II	WRM063cA07	802728	837004
II	WRM0618cG04	807397	841690
II	WRM0622dC12	809043	846143
II	WRM067dE12	812300	849232
II	WRM0627cG11	814529	846742
II	WRM0638dH08	816110	854839
II	WRM0626dF08	822053	861090
II	WRM0629aG02	826067	861195
II	WRM068cE11	827521	867426
II	WRM061aB10	828805	859852
II	WRM062cB08	828809	864746
II	WRM066aC01	829231	868331
II	WRM0627cA08	831195	867412
II	WRM0636cH07	831296	871408
II	WRM0630bC11	845769	874017
II	WRM0629aG12	846140	881694
II	WRM0623cG03	847500	880121
II	WRM0636bF10	854195	889601
II	WRM063aD07	859114	890934
II	WRM063bG02	861749	892037
II	WRM0610dC08	865322	896910
II	WRM0635dE12	866192	898071
II	WRM0621cF09	866814	897570
II	WRM065aE12	868376	906310
II	WRM0638cH03	882361	918988
II	WRM0618cC09	883682	917195
II	WRM0619dC05	883830	916720
II	WRM0625dA11	889883	926425
II	WRM067aF10	891328	926682
II	WRM0637bH11	896188	931684
II	WRM0617bA05	898778	926464
II	WRM0625dD05	899638	931560
II	WRM0611dD04	903959	936715
